2024-06-03 22:15:32, 2520000
    2024-06-03 22:15:33, 2560000
    2024-06-03 22:15:34, 2720000
    2024-06-03 22:15:35, 2720000
    2024-06-03 22:15:36, 2640000
    2024-06-03 22:15:37, 2480000
    2024-06-03 22:15:38, 2600000
    2024-06-03 22:15:39, 2720000
    2024-06-03 22:15:40, 2840000
    2024-06-03 22:15:41, 3720000
    2024-06-03 22:15:42, 2640000
    2024-06-03 22:15:43, 2640000
    2024-06-03 22:15:44, 2840000
    2024-06-03 22:15:45, 2800000
    2024-06-03 22:15:46, 3440000
    2024-06-03 22:15:47, 2640000
    2024-06-03 22:15:48, 2840000
    2024-06-03 22:15:49, 3080000
    2024-06-03 22:15:50, 3000000
    2024-06-03 22:15:51, 3080000
    2024-06-03 22:15:52, 2640000
    2024-06-03 22:15:53, 2720000
    2024-06-03 22:15:54, 2800000
    2024-06-03 22:15:55, 2800000
    2024-06-03 22:15:56, 3440000
    2024-06-03 22:15:57, 2800000
    2024-06-03 22:15:58, 2640000
    2024-06-03 22:15:59, 2800000
    2024-06-03 22:16:00, 2840000
    2024-06-03 22:16:01, 3440000
    2024-06-03 22:16:02, 3360000
    2024-06-03 22:16:03, 2600000
    2024-06-03 22:16:04, 2800000
    2024-06-03 22:16:05, 2840000
    2024-06-03 22:16:06, 2880000
    2024-06-03 22:16:07, 3200000
    2024-06-03 22:16:08, 2560000
    2024-06-03 22:16:09, 2720000
    2024-06-03 22:16:10, 2720000
    2024-06-03 22:16:11, 2720000
    2024-06-03 22:16:12, 3240000
    2024-06-03 22:16:13, 2480000
    2024-06-03 22:16:14, 2800000
    2024-06-03 22:16:15, 3160000
    2024-06-03 22:16:16, 2560000
    2024-06-03 22:16:17, 2520000
    2024-06-03 22:16:18, 2800000
    2024-06-03 22:16:19, 2840000
    2024-06-03 22:16:20, 2840000
    2024-06-03 22:16:21, 3160000
    2024-06-03 22:16:22, 2640000
    2024-06-03 22:16:23, 2680000
    2024-06-03 22:16:24, 2800000
    2024-06-03 22:16:25, 2840000
    2024-06-03 22:16:26, 3360000
    2024-06-03 22:16:27, 2800000
    2024-06-03 22:16:28, 2640000
    2024-06-03 22:16:29, 2800000
    2024-06-03 22:16:30, 2800000
    2024-06-03 22:16:31, 3040000
    2024-06-03 22:16:33, 2640000
    2024-06-03 22:16:34, 2840000
    2024-06-03 22:16:35, 2880000
    2024-06-03 22:16:36, 2840000
    2024-06-03 22:16:37, 3360000
    2024-06-03 22:16:38, 2640000
    2024-06-03 22:16:39, 2840000
    2024-06-03 22:16:40, 2840000
    2024-06-03 22:16:41, 2800000
    2024-06-03 22:16:42, 3400000
    2024-06-03 22:16:43, 2800000
    2024-06-03 22:16:44, 2720000
    2024-06-03 22:16:45, 2840000
    2024-06-03 22:16:46, 2720000
    2024-06-03 22:16:47, 3160000
    2024-06-03 22:16:48, 2720000
    2024-06-03 22:16:49, 2720000
    2024-06-03 22:16:50, 2680000
    2024-06-03 22:16:51, 3280000
    2024-06-03 22:16:52, 2520000
    2024-06-03 22:16:53, 2520000
    2024-06-03 22:16:54, 2760000
    2024-06-03 22:16:55, 2720000
    2024-06-03 22:16:56, 3400000
    2024-06-03 22:16:57, 2640000
    2024-06-03 22:16:58, 2640000
    2024-06-03 22:16:59, 2840000
    2024-06-03 22:17:00, 2920000
    2024-06-03 22:17:01, 3360000
    2024-06-03 22:17:02, 3240000
    2024-06-03 22:17:03, 2640000
    2024-06-03 22:17:04, 2880000
    2024-06-03 22:17:05, 2840000
    2024-06-03 22:17:06, 2800000
    2024-06-03 22:17:07, 3200000
    2024-06-03 22:17:08, 2640000
    2024-06-03 22:17:09, 2800000
    2024-06-03 22:17:10, 2840000
    2024-06-03 22:17:11, 2960000
    2024-06-03 22:17:12, 3360000
    2024-06-03 22:17:13, 2640000
    2024-06-03 22:17:14, 2800000
    2024-06-03 22:17:15, 2800000
    2024-06-03 22:17:16, 2800000
    2024-06-03 22:17:17, 3360000
    2024-06-03 22:17:18, 2640000
    2024-06-03 22:17:19, 2800000
    2024-06-03 22:17:20, 3400000
    2024-06-03 22:17:21, 3360000
    2024-06-03 22:17:22, 2560000
    2024-06-03 22:17:23, 2760000
